ICD9,ICD9_Desc,ICD10,ICD10_Desc,APPROX,NOMAP,COMBO,SCENARIO,CHOICE,OBSOLETE
962.1,Poisoning-androgens,T38.6X1A,"Poisoning by antigonadtr/antiestr/antiandrg, NEC, acc, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.6X2A,"Poisn by antigonadtr/antiestr/antiandrg, NEC, slf-hrm, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.6X3A,"Poisn by antigonadtr/antiestr/antiandrg, NEC, assault, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.6X4A,"Poisn by antigonadtr/antiestr/antiandrg, NEC, undet, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.7X1A,"Poisoning by androgens and anabolic congeners, acc, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.7X2A,"Poisn by androgens and anabolic congeners, self-harm, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.7X3A,"Poisoning by androgens and anabolic congeners, assault, init",1,0,0,0,0,0
962.1,Poisoning-androgens,T38.7X4A,"Poisoning by androgens and anabolic congeners, undet, init",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.4X1A,"Poisoning by oral contraceptives, accidental, init",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.4X2A,"Poisoning by oral contraceptives, self-harm, init",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.4X3A,"Poisoning by oral contraceptives, assault, initial encounter",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.4X4A,"Poisoning by oral contraceptives, undetermined, init encntr",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.5X1A,"Poisoning by oth estrogens and progstrn, accidental, init",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.5X2A,"Poisoning by oth estrogens and progestogens, self-harm, init",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.5X3A,"Poisoning by oth estrogens and progestogens, assault, init",1,0,0,0,0,0
962.2,Poisoning-ovarian hormon,T38.5X4A,"Poisoning by oth estrogens and progstrn, undetermined, init",1,0,0,0,0,0
962.3,Poison-insulin/antidiab,T38.3X1A,"Poisoning by insulin and oral hypoglycemic drugs, acc, init",1,0,0,0,0,0
962.3,Poison-insulin/antidiab,T38.3X2A,"Poisn by insulin and oral hypoglycemic drugs, slf-hrm, init",1,0,0,0,0,0
962.3,Poison-insulin/antidiab,T38.3X3A,"Poisn by insulin and oral hypoglycemic drugs, assault, init",1,0,0,0,0,0
962.3,Poison-insulin/antidiab,T38.3X4A,"Poisn by insulin and oral hypoglycemic drugs, undet, init",1,0,0,0,0,0
962.4,Pois-ant pituitary horm,T38.811A,"Poisoning by anterior pituitary hormones, accidental, init",1,0,0,0,0,0
962.4,Pois-ant pituitary horm,T38.812A,"Poisoning by anterior pituitary hormones, self-harm, init",1,0,0,0,0,0
962.4,Pois-ant pituitary horm,T38.813A,"Poisoning by anterior pituitary hormones, assault, init",1,0,0,0,0,0
962.4,Pois-ant pituitary horm,T38.814A,"Poisoning by anterior pituitary hormones, undetermined, init",1,0,0,0,0,0
962.5,Pois-post pituitary horm,T38.891A,"Poisoning by oth hormones and synthetic sub, acc, init",1,0,0,0,0,0
962.6,Poisoning-parathyroids,T38.891A,"Poisoning by oth hormones and synthetic sub, acc, init",1,0,0,0,0,0
962.7,Poisoning-thyroid/deriv,T38.1X1A,"Poisoning by thyroid hormones and sub, accidental, init",1,0,0,0,0,0
962.7,Poisoning-thyroid/deriv,T38.1X2A,"Poisoning by thyroid hormones and sub, self-harm, init",1,0,0,0,0,0
962.7,Poisoning-thyroid/deriv,T38.1X3A,"Poisoning by thyroid hormones and substitutes, assault, init",1,0,0,0,0,0
962.7,Poisoning-thyroid/deriv,T38.1X4A,"Poisoning by thyroid hormones and substitutes, undet, init",1,0,0,0,0,0
962.8,Poison-antithyroid agent,T38.2X1A,"Poisoning by antithyroid drugs, accidental, init",1,0,0,0,0,0
962.8,Poison-antithyroid agent,T38.2X2A,"Poisoning by antithyroid drugs, intentional self-harm, init",1,0,0,0,0,0
962.8,Poison-antithyroid agent,T38.2X3A,"Poisoning by antithyroid drugs, assault, initial encounter",1,0,0,0,0,0
962.8,Poison-antithyroid agent,T38.2X4A,"Poisoning by antithyroid drugs, undetermined, init encntr",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.801A,"Poisoning by unsp hormones and synthetic sub, acc, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.802A,"Poisn by unsp hormones and synthetic sub, self-harm, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.803A,"Poisoning by unsp hormones and synthetic sub, assault, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.804A,"Poisoning by unsp hormones and synthetic sub, undet, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.891A,"Poisoning by oth hormones and synthetic sub, acc, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.892A,"Poisoning by oth hormones and synthetic sub, self-harm, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.893A,"Poisoning by oth hormones and synthetic sub, assault, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.894A,"Poisoning by oth hormones and synthetic sub, undet, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.901A,"Poisoning by unsp hormone antagonists, accidental, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.902A,"Poisoning by unsp hormone antagonists, self-harm, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.903A,"Poisoning by unsp hormone antagonists, assault, init encntr",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.904A,"Poisoning by unsp hormone antagonists, undetermined, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.991A,"Poisoning by oth hormone antagonists, accidental, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.992A,"Poisoning by oth hormone antagonists, self-harm, init",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.993A,"Poisoning by other hormone antagonists, assault, init encntr",1,0,0,0,0,0
962.9,Poisoning hormon NEC/NOS,T38.994A,"Poisoning by oth hormone antagonists, undetermined, init",1,0,0,0,0,0
963.0,Pois-antiallrg/antiemet,T45.0X1A,"Poisoning by antiallerg/antiemetic, accidental, init",1,0,0,0,0,0
963.0,Pois-antiallrg/antiemet,T45.0X2A,"Poisoning by antiallerg/antiemetic, self-harm, init",1,0,0,0,0,0
963.0,Pois-antiallrg/antiemet,T45.0X3A,"Poisoning by antiallerg/antiemetic, assault, init",1,0,0,0,0,0
963.0,Pois-antiallrg/antiemet,T45.0X4A,"Poisoning by antiallerg/antiemetic, undetermined, init",1,0,0,0,0,0
963.1,Pois-antineopl/immunosup,T45.1X1A,"Poisoning by antineopl and immunosup drugs, acc, init",1,0,0,0,0,0
963.1,Pois-antineopl/immunosup,T45.1X2A,"Poisoning by antineopl and immunosup drugs, self-harm, init",1,0,0,0,0,0
963.1,Pois-antineopl/immunosup,T45.1X3A,"Poisoning by antineopl and immunosup drugs, assault, init",1,0,0,0,0,0
963.1,Pois-antineopl/immunosup,T45.1X4A,"Poisoning by antineopl and immunosup drugs, undet, init",1,0,0,0,0,0
963.2,Poisoning-acidifying agt,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
963.3,Poisoning-alkalizing agt,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
963.4,Poisoning-enzymes NEC,T45.3X1A,"Poisoning by enzymes, accidental (unintentional), init",1,0,0,0,0,0
963.4,Poisoning-enzymes NEC,T45.3X2A,"Poisoning by enzymes, intentional self-harm, init encntr",1,0,0,0,0,0
963.4,Poisoning-enzymes NEC,T45.3X3A,"Poisoning by enzymes, assault, initial encounter",1,0,0,0,0,0
963.4,Poisoning-enzymes NEC,T45.3X4A,"Poisoning by enzymes, undetermined, initial encounter",1,0,0,0,0,0
963.5,Poisoning-vitamins NEC,T45.2X1A,"Poisoning by vitamins, accidental (unintentional), init",1,0,0,0,0,0
963.5,Poisoning-vitamins NEC,T45.2X2A,"Poisoning by vitamins, intentional self-harm, init encntr",1,0,0,0,0,0
963.5,Poisoning-vitamins NEC,T45.2X3A,"Poisoning by vitamins, assault, initial encounter",1,0,0,0,0,0
963.5,Poisoning-vitamins NEC,T45.2X4A,"Poisoning by vitamins, undetermined, initial encounter",1,0,0,0,0,0
963.8,Poisoning-system agt NEC,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
963.8,Poisoning-system agt NEC,T45.8X2A,"Poisn by oth prim sys and hematolog agents, slf-hrm, init",1,0,0,0,0,0
963.8,Poisoning-system agt NEC,T45.8X3A,"Poisn by oth prim sys and hematolog agents, assault, init",1,0,0,0,0,0
963.8,Poisoning-system agt NEC,T45.8X4A,"Poisn by oth prim systemic and hematolog agents, undet, init",1,0,0,0,0,0
963.9,Poisoning-system agt NOS,T45.91XA,"Poisn by unsp prim systemic and hematolog agent, acc, init",1,0,0,0,0,0
963.9,Poisoning-system agt NOS,T45.92XA,"Poisn by unsp prim sys and hematolog agent, slf-hrm, init",1,0,0,0,0,0
963.9,Poisoning-system agt NOS,T45.93XA,"Poisn by unsp prim sys and hematolog agent, assault, init",1,0,0,0,0,0
963.9,Poisoning-system agt NOS,T45.94XA,"Poisn by unsp prim systemic and hematolog agent, undet, init",1,0,0,0,0,0
964.0,Poisoning-iron/compounds,T45.4X1A,"Poisoning by iron and its compounds, accidental, init",1,0,0,0,0,0
964.0,Poisoning-iron/compounds,T45.4X2A,"Poisoning by iron and its compounds, self-harm, init",1,0,0,0,0,0
964.0,Poisoning-iron/compounds,T45.4X3A,"Poisoning by iron and its compounds, assault, init encntr",1,0,0,0,0,0
964.0,Poisoning-iron/compounds,T45.4X4A,"Poisoning by iron and its compounds, undetermined, init",1,0,0,0,0,0
964.1,Poison-liver/antianemics,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.511A,"Poisoning by anticoagulants, accidental, init",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.512A,"Poisoning by anticoagulants, intentional self-harm, init",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.513A,"Poisoning by anticoagulants, assault, initial encounter",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.514A,"Poisoning by anticoagulants, undetermined, initial encounter",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.521A,"Poisoning by antithrombotic drugs, accidental, init",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.522A,"Poisoning by antithrombotic drugs, self-harm, init",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.523A,"Poisoning by antithrombotic drugs, assault, init encntr",1,0,0,0,0,0
964.2,Poisoning-anticoagulants,T45.524A,"Poisoning by antithrombotic drugs, undetermined, init encntr",1,0,0,0,0,0
964.3,Poisoning-vitamin k,T45.7X1A,"Poisn by anticoag antag, vitamin K and oth coag, acc, init",1,0,0,0,0,0
964.3,Poisoning-vitamin k,T45.7X2A,"Poisn by anticoag antag, vit K and oth coag, slf-hrm, init",1,0,0,0,0,0
964.3,Poisoning-vitamin k,T45.7X3A,"Poisn by anticoag antag, vit K and oth coag, assault, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.601A,"Poisoning by unsp fibrin-affct drugs, accidental, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.602A,"Poisoning by unsp fibrin-affct drugs, self-harm, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.603A,"Poisoning by unsp fibrin-affct drugs, assault, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.604A,"Poisoning by unsp fibrin-affct drugs, undetermined, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.611A,"Poisoning by thrombolytic drug, accidental, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.612A,"Poisoning by thrombolytic drug, intentional self-harm, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.613A,"Poisoning by thrombolytic drug, assault, initial encounter",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.614A,"Poisoning by thrombolytic drug, undetermined, init encntr",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.691A,"Poisoning by oth fibrin-affct drugs, accidental, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.692A,"Poisoning by oth fibrin-affct drugs, self-harm, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.693A,"Poisoning by oth fibrinolysis-affecting drugs, assault, init",1,0,0,0,0,0
964.4,Poison-fibrinolysis agnt,T45.694A,"Poisoning by oth fibrin-affct drugs, undetermined, init",1,0,0,0,0,0
964.5,Poisoning-coagulants,T45.7X1A,"Poisn by anticoag antag, vitamin K and oth coag, acc, init",1,0,0,0,0,0
964.5,Poisoning-coagulants,T45.7X2A,"Poisn by anticoag antag, vit K and oth coag, slf-hrm, init",1,0,0,0,0,0
964.5,Poisoning-coagulants,T45.7X3A,"Poisn by anticoag antag, vit K and oth coag, assault, init",1,0,0,0,0,0
964.5,Poisoning-coagulants,T45.7X4A,"Poisn by anticoag antag, vitamin K and oth coag, undet, init",1,0,0,0,0,0
964.6,Poisoning-gamma globulin,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
964.6,Poisoning-gamma globulin,T50.Z11A,"Poisoning by immunoglobulin, accidental, init",1,0,0,0,0,0
964.6,Poisoning-gamma globulin,T50.Z12A,"Poisoning by immunoglobulin, intentional self-harm, init",1,0,0,0,0,0
964.6,Poisoning-gamma globulin,T50.Z13A,"Poisoning by immunoglobulin, assault, initial encounter",1,0,0,0,0,0
964.6,Poisoning-gamma globulin,T50.Z14A,"Poisoning by immunoglobulin, undetermined, initial encounter",1,0,0,0,0,0
964.7,Poisoning-blood product,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.621A,"Poisoning by hemostatic drug, accidental, init",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.622A,"Poisoning by hemostatic drug, intentional self-harm, init",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.623A,"Poisoning by hemostatic drug, assault, initial encounter",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.624A,"Poisoning by hemostatic drug, undetermined, init encntr",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.8X1A,"Poisn by oth prim systemic and hematolog agents, acc, init",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.8X2A,"Poisn by oth prim sys and hematolog agents, slf-hrm, init",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.8X3A,"Poisn by oth prim sys and hematolog agents, assault, init",1,0,0,0,0,0
964.8,Poisoning-blood agt NEC,T45.8X4A,"Poisn by oth prim systemic and hematolog agents, undet, init",1,0,0,0,0,0
964.9,Poisoning-blood agt NOS,T45.91XA,"Poisn by unsp prim systemic and hematolog agent, acc, init",1,0,0,0,0,0
964.9,Poisoning-blood agt NOS,T45.92XA,"Poisn by unsp prim sys and hematolog agent, slf-hrm, init",1,0,0,0,0,0
964.9,Poisoning-blood agt NOS,T45.93XA,"Poisn by unsp prim sys and hematolog agent, assault, init",1,0,0,0,0,0
964.9,Poisoning-blood agt NOS,T45.94XA,"Poisn by unsp prim systemic and hematolog agent, undet, init",1,0,0,0,0,0
965.00,Poisoning-opium NOS,T40.0X1A,"Poisoning by opium, accidental (unintentional), init encntr",1,0,0,0,0,0
965.00,Poisoning-opium NOS,T40.0X2A,"Poisoning by opium, intentional self-harm, initial encounter",1,0,0,0,0,0
965.00,Poisoning-opium NOS,T40.0X3A,"Poisoning by opium, assault, initial encounter",1,0,0,0,0,0
965.00,Poisoning-opium NOS,T40.0X4A,"Poisoning by opium, undetermined, initial encounter",1,0,0,0,0,0
965.01,Poisoning-heroin,T40.1X1A,"Poisoning by heroin, accidental (unintentional), init encntr",1,0,0,0,0,0
965.01,Poisoning-heroin,T40.1X2A,"Poisoning by heroin, intentional self-harm, init encntr",1,0,0,0,0,0
965.01,Poisoning-heroin,T40.1X3A,"Poisoning by heroin, assault, initial encounter",1,0,0,0,0,0
965.01,Poisoning-heroin,T40.1X4A,"Poisoning by heroin, undetermined, initial encounter",1,0,0,0,0,0
965.02,Poisoning-methadone,T40.3X1A,"Poisoning by methadone, accidental (unintentional), init",1,0,0,0,0,0
965.02,Poisoning-methadone,T40.3X2A,"Poisoning by methadone, intentional self-harm, init encntr",1,0,0,0,0,0
965.02,Poisoning-methadone,T40.3X3A,"Poisoning by methadone, assault, initial encounter",1,0,0,0,0,0
965.02,Poisoning-methadone,T40.3X4A,"Poisoning by methadone, undetermined, initial encounter",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.2X1A,"Poisoning by oth opioids, accidental (unintentional), init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.2X2A,"Poisoning by oth opioids, intentional self-harm, init encntr",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.2X3A,"Poisoning by other opioids, assault, initial encounter",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.2X4A,"Poisoning by other opioids, undetermined, initial encounter",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.4X1A,"Poisoning by oth synthetic narcotics, accidental, init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.4X2A,"Poisoning by oth synthetic narcotics, self-harm, init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.4X3A,"Poisoning by other synthetic narcotics, assault, init encntr",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.4X4A,"Poisoning by oth synthetic narcotics, undetermined, init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.601A,"Poisoning by unsp narcotics, accidental, init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.602A,"Poisoning by unsp narcotics, intentional self-harm, init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.603A,"Poisoning by unspecified narcotics, assault, init encntr",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.604A,"Poisoning by unsp narcotics, undetermined, init encntr",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.691A,"Poisoning by oth narcotics, accidental (unintentional), init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.692A,"Poisoning by oth narcotics, intentional self-harm, init",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.693A,"Poisoning by other narcotics, assault, initial encounter",1,0,0,0,0,0
965.09,Poisoning-opiates NEC,T40.694A,"Poisoning by other narcotics, undetermined, init encntr",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.011A,"Poisoning by aspirin, accidental (unintentional), init",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.012A,"Poisoning by aspirin, intentional self-harm, init encntr",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.013A,"Poisoning by aspirin, assault, initial encounter",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.014A,"Poisoning by aspirin, undetermined, initial encounter",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.091A,"Poisoning by salicylates, accidental (unintentional), init",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.092A,"Poisoning by salicylates, intentional self-harm, init encntr",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.093A,"Poisoning by salicylates, assault, initial encounter",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.094A,"Poisoning by salicylates, undetermined, initial encounter",1,0,0,0,0,0
965.1,Poisoning-salicylates,T39.314A,"Poisoning by propionic acid derivatives, undetermined, init",1,0,0,0,0,0
965.4,Pois-arom analgesics NEC,T39.1X1A,"Poisoning by 4-Aminophenol derivatives, accidental, init",1,0,0,0,0,0
965.4,Pois-arom analgesics NEC,T39.1X2A,"Poisoning by 4-Aminophenol derivatives, self-harm, init",1,0,0,0,0,0
965.4,Pois-arom analgesics NEC,T39.1X3A,"Poisoning by 4-Aminophenol derivatives, assault, init encntr",1,0,0,0,0,0
965.4,Pois-arom analgesics NEC,T39.1X4A,"Poisoning by 4-Aminophenol derivatives, undetermined, init",1,0,0,0,0,0
965.5,Poisoning-pyrazole deriv,T39.2X1A,"Poisoning by pyrazolone derivatives, accidental, init",1,0,0,0,0,0
965.5,Poisoning-pyrazole deriv,T39.2X2A,"Poisoning by pyrazolone derivatives, self-harm, init",1,0,0,0,0,0
965.5,Poisoning-pyrazole deriv,T39.2X3A,"Poisoning by pyrazolone derivatives, assault, init encntr",1,0,0,0,0,0
965.5,Poisoning-pyrazole deriv,T39.2X4A,"Poisoning by pyrazolone derivatives, undetermined, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.311A,"Poisoning by propionic acid derivatives, accidental, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.312A,"Poisoning by propionic acid derivatives, self-harm, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.313A,"Poisoning by propionic acid derivatives, assault, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.391A,"Poisoning by oth nonsteroid anti-inflam drugs, acc, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.392A,"Poisn by oth nonsteroid anti-inflam drugs, self-harm, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.393A,"Poisoning by oth nonsteroid anti-inflam drugs, assault, init",1,0,0,0,0,0
965.61,Pois-propionic acid derv,T39.394A,"Poisoning by oth nonsteroid anti-inflam drugs, undet, init",1,0,0,0,0,0
965.69,Poison-antirheumatic NEC,T39.4X1A,"Poisoning by antirheumatics, NEC, accidental, init",1,0,0,0,0,0
965.69,Poison-antirheumatic NEC,T39.4X2A,"Poisoning by antirheumatics, NEC, self-harm, init",1,0,0,0,0,0
965.69,Poison-antirheumatic NEC,T39.4X3A,"Poisoning by antirheumatics, NEC, assault, init",1,0,0,0,0,0
965.69,Poison-antirheumatic NEC,T39.4X4A,"Poisoning by antirheumatics, NEC, undetermined, init",1,0,0,0,0,0
965.7,Pois-no-narc analges NEC,T39.8X1A,"Poisoning by oth nonopio analges/antipyret, NEC, acc, init",1,0,0,0,0,0
965.7,Pois-no-narc analges NEC,T39.8X2A,"Poisn by oth nonopio analges/antipyret, NEC, self-harm, init",1,0,0,0,0,0
965.7,Pois-no-narc analges NEC,T39.8X3A,"Poisn by oth nonopio analges/antipyret, NEC, assault, init",1,0,0,0,0,0
965.7,Pois-no-narc analges NEC,T39.8X4A,"Poisoning by oth nonopio analges/antipyret, NEC, undet, init",1,0,0,0,0,0
965.8,Pois-analges/antipyr NEC,T39.8X1A,"Poisoning by oth nonopio analges/antipyret, NEC, acc, init",1,0,0,0,0,0
965.8,Pois-analges/antipyr NEC,T39.8X2A,"Poisn by oth nonopio analges/antipyret, NEC, self-harm, init",1,0,0,0,0,0
965.8,Pois-analges/antipyr NEC,T39.8X3A,"Poisn by oth nonopio analges/antipyret, NEC, assault, init",1,0,0,0,0,0
965.8,Pois-analges/antipyr NEC,T39.8X4A,"Poisoning by oth nonopio analges/antipyret, NEC, undet, init",1,0,0,0,0,0
965.9,Pois-analges/antipyr NOS,T39.91XA,"Poisoning by unsp nonopi analgs/antipyr/antirheu, acc, init",1,0,0,0,0,0
965.9,Pois-analges/antipyr NOS,T39.92XA,"Poisn by unsp nonopi analgs/antipyr/antirheu, slf-hrm, init",1,0,0,0,0,0
965.9,Pois-analges/antipyr NOS,T39.93XA,"Poisn by unsp nonopi analgs/antipyr/antirheu, assault, init",1,0,0,0,0,0
965.9,Pois-analges/antipyr NOS,T39.94XA,"Poisn by unsp nonopi analgs/antipyr/antirheu, undet, init",1,0,0,0,0,0
966.0,Poison-oxazolidine deriv,T42.2X1A,"Poisoning by succinimides and oxazolidinediones, acc, init",1,0,0,0,0,0
966.0,Poison-oxazolidine deriv,T42.2X2A,"Poisn by succinimides and oxazolidinediones, self-harm, init",1,0,0,0,0,0
966.0,Poison-oxazolidine deriv,T42.2X3A,"Poisn by succinimides and oxazolidinediones, assault, init",1,0,0,0,0,0
966.0,Poison-oxazolidine deriv,T42.2X4A,"Poisoning by succinimides and oxazolidinediones, undet, init",1,0,0,0,0,0
966.1,Poison-hydantoin derivat,T42.0X1A,"Poisoning by hydantoin derivatives, accidental, init",1,0,0,0,0,0
966.1,Poison-hydantoin derivat,T42.0X2A,"Poisoning by hydantoin derivatives, self-harm, init",1,0,0,0,0,0
966.1,Poison-hydantoin derivat,T42.0X3A,"Poisoning by hydantoin derivatives, assault, init encntr",1,0,0,0,0,0
966.1,Poison-hydantoin derivat,T42.0X4A,"Poisoning by hydantoin derivatives, undetermined, init",1,0,0,0,0,0
966.2,Poisoning-succinimides,T42.2X1A,"Poisoning by succinimides and oxazolidinediones, acc, init",1,0,0,0,0,0
966.2,Poisoning-succinimides,T42.2X2A,"Poisn by succinimides and oxazolidinediones, self-harm, init",1,0,0,0,0,0
966.2,Poisoning-succinimides,T42.2X3A,"Poisn by succinimides and oxazolidinediones, assault, init",1,0,0,0,0,0
966.2,Poisoning-succinimides,T42.2X4A,"Poisoning by succinimides and oxazolidinediones, undet, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.1X1A,"Poisoning by iminostilbenes, accidental, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.1X2A,"Poisoning by iminostilbenes, intentional self-harm, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.1X3A,"Poisoning by iminostilbenes, assault, initial encounter",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.1X4A,"Poisoning by iminostilbenes, undetermined, initial encounter",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.5X1A,"Poisoning by mixed antiepileptics, accidental, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.5X2A,"Poisoning by mixed antiepileptics, self-harm, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.5X3A,"Poisoning by mixed antiepileptics, assault, init encntr",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.5X4A,"Poisoning by mixed antiepileptics, undetermined, init encntr",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.6X1A,"Poisoning by oth antieplptc and sed-hypntc drugs, acc, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.6X2A,"Poisn by oth antieplptc and sed-hypntc drugs, slf-hrm, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.6X3A,"Poisn by oth antieplptc and sed-hypntc drugs, assault, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.6X4A,"Poisn by oth antieplptc and sed-hypntc drugs, undet, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.71XA,"Poisn by unsp antieplptc and sed-hypntc drugs, acc, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.72XA,"Poisn by unsp antieplptc and sed-hypntc drugs, slf-hrm, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.73XA,"Poisn by unsp antieplptc and sed-hypntc drugs, assault, init",1,0,0,0,0,0
966.3,Pois-anticonvul NEC/NOS,T42.74XA,"Poisn by unsp antieplptc and sed-hypntc drugs, undet, init",1,0,0,0,0,0
