ICD9,ICD9_Desc,Category,Category_Desc
851.09,Cortex contus-concus NOS,S06,Intracranial injury
851.10,Cortex contusion/opn wnd,S01,Open wound of head
851.11,Opn cortx contus-no coma,S01,Open wound of head
851.12,Opn cort contus-brf coma,S01,Open wound of head
851.13,Opn cort contus-mod coma,S01,Open wound of head
851.14,Opn cort contu-prol coma,S01,Open wound of head
851.15,Opn cort contu-deep coma,S01,Open wound of head
851.16,Opn cort contus-coma NOS,S01,Open wound of head
851.19,Opn cortx contus-concuss,S01,Open wound of head
851.20,Cerebral cortex lacerat,S06,Intracranial injury
851.21,Cortex lacerat w/o coma,S06,Intracranial injury
851.22,Cortex lacera-brief coma,S06,Intracranial injury
851.23,Cortex lacerat-mod coma,S06,Intracranial injury
851.24,Cortex lacerat-prol coma,S06,Intracranial injury
851.25,Cortex lacerat-deep coma,S06,Intracranial injury
851.26,Cortex lacerat-coma NOS,S06,Intracranial injury
851.29,Cortex lacerat-concuss,S06,Intracranial injury
851.30,Cortex lacer w opn wound,S01,Open wound of head
851.31,Opn cortex lacer-no coma,S01,Open wound of head
851.32,Opn cortx lac-brief coma,S01,Open wound of head
851.33,Opn cortx lacer-mod coma,S01,Open wound of head
851.34,Opn cortx lac-proln coma,S01,Open wound of head
851.35,Opn cortex lac-deep coma,S01,Open wound of head
851.36,Opn cortx lacer-coma NOS,S01,Open wound of head
851.39,Opn cortx lacer-concuss,S01,Open wound of head
851.40,Cerebel/brain stm contus,S06,Intracranial injury
851.41,Cerebell contus w/o coma,S06,Intracranial injury
851.42,Cerebell contus-brf coma,S06,Intracranial injury
851.43,Cerebell contus-mod coma,S06,Intracranial injury
851.44,Cerebel contus-prol coma,S06,Intracranial injury
851.45,Cerebel contus-deep coma,S06,Intracranial injury
851.46,Cerebell contus-coma NOS,S06,Intracranial injury
851.49,Cerebell contus-concuss,S06,Intracranial injury
851.50,Cerebel contus w opn wnd,S01,Open wound of head
851.51,Opn cerebe cont w/o coma,S01,Open wound of head
851.52,Opn cerebe cont-brf coma,S01,Open wound of head
851.53,Opn cerebe cont-mod coma,S01,Open wound of head
851.54,Opn cerebe cont-prol com,S01,Open wound of head
851.55,Opn cerebe cont-deep com,S01,Open wound of head
851.56,Opn cerebe cont-coma NOS,S01,Open wound of head
851.59,Opn cerebel cont-concuss,S01,Open wound of head
851.60,Cerebel/brain stem lacer,S06,Intracranial injury
851.61,Cerebel lacerat w/o coma,S06,Intracranial injury
851.62,Cerebel lacer-brief coma,S06,Intracranial injury
851.63,Cerebel lacerat-mod coma,S06,Intracranial injury
851.64,Cerebel lacer-proln coma,S06,Intracranial injury
851.65,Cerebell lacer-deep coma,S06,Intracranial injury
851.66,Cerebel lacerat-coma NOS,S06,Intracranial injury
851.69,Cerebel lacer-concussion,S06,Intracranial injury
851.70,Cerebel lacer w open wnd,S01,Open wound of head
851.71,Opn cerebel lac w/o coma,S01,Open wound of head
851.72,Opn cerebel lac-brf coma,S01,Open wound of head
851.73,Opn cerebel lac-mod coma,S01,Open wound of head
851.74,Opn cerebe lac-prol coma,S01,Open wound of head
851.75,Opn cerebe lac-deep coma,S01,Open wound of head
851.76,Opn cerebel lac-coma NOS,S01,Open wound of head
851.79,Opn cerebell lac-concuss,S01,Open wound of head
851.80,Brain laceration NEC,S06,Intracranial injury
851.81,Brain lacer NEC w/o coma,S06,Intracranial injury
851.82,Brain lac NEC-brief coma,S06,Intracranial injury
851.83,Brain lacer NEC-mod coma,S06,Intracranial injury
851.84,Brain lac NEC-proln coma,S06,Intracranial injury
851.85,Brain lac NEC-deep coma,S06,Intracranial injury
851.86,Brain lacer NEC-coma NOS,S06,Intracranial injury
851.89,Brain lacer NEC-concuss,S06,Intracranial injury
851.90,Brain lac NEC w open wnd,S01,Open wound of head
851.91,Opn brain lacer w/o coma,S01,Open wound of head
851.92,Opn brain lac-brief coma,S01,Open wound of head
851.93,Opn brain lacer-mod coma,S01,Open wound of head
851.94,Opn brain lac-proln coma,S01,Open wound of head
851.95,Open brain lac-deep coma,S01,Open wound of head
851.96,Opn brain lacer-coma NOS,S01,Open wound of head
851.99,Open brain lacer-concuss,S01,Open wound of head
852.00,Traum subarachnoid hem,S06,Intracranial injury
852.01,Subarachnoid hem-no coma,S06,Intracranial injury
852.02,Subarach hem-brief coma,S06,Intracranial injury
852.03,Subarach hem-mod coma,S06,Intracranial injury
852.04,Subarach hem-prolng coma,S06,Intracranial injury
852.05,Subarach hem-deep coma,S06,Intracranial injury
852.06,Subarach hem-coma NOS,S06,Intracranial injury
852.09,Subarach hem-concussion,S06,Intracranial injury
852.10,Subarach hem w opn wound,S06,Intracranial injury
852.11,Opn subarach hem-no coma,S01,Open wound of head
852.12,Op subarach hem-brf coma,S01,Open wound of head
852.13,Op subarach hem-mod coma,S01,Open wound of head
852.14,Op subarach hem-prol com,S01,Open wound of head
852.15,Op subarach hem-deep com,S01,Open wound of head
852.16,Op subarach hem-coma NOS,S01,Open wound of head
852.19,Opn subarach hem-concuss,S01,Open wound of head
852.20,Traumatic subdural hem,S06,Intracranial injury
852.21,Subdural hem w/o coma,S06,Intracranial injury
852.22,Subdural hem-brief coma,S06,Intracranial injury
852.23,Subdural hemorr-mod coma,S06,Intracranial injury
852.24,Subdural hem-prolng coma,S06,Intracranial injury
852.25,Subdural hem-deep coma,S06,Intracranial injury
852.26,Subdural hemorr-coma NOS,S06,Intracranial injury
852.29,Subdural hem-concussion,S06,Intracranial injury
852.30,Subdural hem w opn wound,S01,Open wound of head
852.31,Open subdur hem w/o coma,S01,Open wound of head
852.32,Opn subdur hem-brf coma,S01,Open wound of head
852.33,Opn subdur hem-mod coma,S01,Open wound of head
852.34,Opn subdur hem-prol coma,S01,Open wound of head
852.35,Opn subdur hem-deep coma,S01,Open wound of head
852.36,Opn subdur hem-coma NOS,S01,Open wound of head
852.39,Opn subdur hem-concuss,S01,Open wound of head
852.40,Traumatic extradural hem,S06,Intracranial injury
852.41,Extradural hem w/o coma,S06,Intracranial injury
852.42,Extradur hem-brief coma,S06,Intracranial injury
852.43,Extradural hem-mod coma,S06,Intracranial injury
852.44,Extradur hem-proln coma,S06,Intracranial injury
852.45,Extradural hem-deep coma,S06,Intracranial injury
852.46,Extradural hem-coma NOS,S06,Intracranial injury
852.49,Extadural hem-concuss,S06,Intracranial injury
852.50,Extradural hem w opn wnd,S01,Open wound of head
852.51,Extradural hemor-no coma,S01,Open wound of head
852.52,Extradur hem-brief coma,S01,Open wound of head
852.53,Extradural hem-mod coma,S01,Open wound of head
852.54,Extradur hem-proln coma,S01,Open wound of head
852.55,Extradur hem-deep coma,S01,Open wound of head
852.56,Extradural hem-coma NOS,S01,Open wound of head
852.59,Extradural hem-concuss,S01,Open wound of head
853.00,Traumatic brain hem NEC,S06,Intracranial injury
853.01,Brain hem NEC w/o coma,S06,Intracranial injury
853.02,Brain hem NEC-brief coma,S06,Intracranial injury
853.03,Brain hem NEC-mod coma,S06,Intracranial injury
853.04,Brain hem NEC-proln coma,S06,Intracranial injury
853.05,Brain hem NEC-deep coma,S06,Intracranial injury
853.06,Brain hem NEC-coma NOS,S06,Intracranial injury
853.09,Brain hem NEC-concussion,S06,Intracranial injury
853.10,Brain hem NEC w opn wnd,S01,Open wound of head
853.11,Brain hem opn w/o coma,S01,Open wound of head
853.12,Brain hem opn-brf coma,S01,Open wound of head
853.13,Brain hem open-mod coma,S01,Open wound of head
853.14,Brain hem opn-proln coma,S01,Open wound of head
853.15,Brain hem open-deep coma,S01,Open wound of head
853.16,Brain hem open-coma NOS,S01,Open wound of head
853.19,Brain hem opn-concussion,S01,Open wound of head
854.00,Brain injury NEC,S06,Intracranial injury
854.01,Brain injury NEC-no coma,S06,Intracranial injury
854.02,Brain inj NEC-brief coma,S06,Intracranial injury
854.03,Brain inj NEC-mod coma,S06,Intracranial injury
854.04,Brain inj NEC-proln coma,S06,Intracranial injury
854.05,Brain inj NEC-deep coma,S06,Intracranial injury
854.06,Brain inj NEC-coma NOS,S06,Intracranial injury
854.09,Brain inj NEC-concussion,S06,Intracranial injury
854.10,Brain injury w opn wnd,S01,Open wound of head
854.11,Opn brain inj w/o coma,S01,Open wound of head
854.12,Opn brain inj-brief coma,S01,Open wound of head
854.13,Opn brain inj-mod coma,S01,Open wound of head
854.14,Opn brain inj-proln coma,S01,Open wound of head
854.15,Opn brain inj-deep coma,S01,Open wound of head
854.16,Open brain inj-coma NOS,S01,Open wound of head
854.19,Opn brain inj-concussion,S01,Open wound of head
860.0,Traum pneumothorax-close,S27,Injury of other and unspecified intrathoracic organs
860.1,Traum pneumothorax-open,S21,Open wound of thorax
860.2,Traum hemothorax-closed,S27,Injury of other and unspecified intrathoracic organs
860.3,Traum hemothorax-open,S21,Open wound of thorax
860.4,Traum pneumohemothor-cl,S27,Injury of other and unspecified intrathoracic organs
860.5,Traum pneumohemothor-opn,S21,Open wound of thorax
861.00,Heart injury NOS-closed,S26,Injury of heart
861.01,Heart contusion-closed,S26,Injury of heart
861.02,Heart laceration-closed,S26,Injury of heart
861.03,Heart chamber lacerat-cl,S26,Injury of heart
861.10,Heart injury NOS-open,S21,Open wound of thorax
861.11,Heart contusion-open,S21,Open wound of thorax
861.12,Heart laceration-open,S21,Open wound of thorax
861.13,Heart chamber lacer-opn,S21,Open wound of thorax
861.20,Lung injury NOS-closed,S27,Injury of other and unspecified intrathoracic organs
861.21,Lung contusion-closed,S27,Injury of other and unspecified intrathoracic organs
861.22,Lung laceration-closed,S27,Injury of other and unspecified intrathoracic organs
861.30,Lung injury NOS-open,S21,Open wound of thorax
861.31,Lung contusion-open,S21,Open wound of thorax
861.32,Lung laceration-open,S21,Open wound of thorax
862.0,Diaphragm injury-closed,S27,Injury of other and unspecified intrathoracic organs
862.1,Diaphragm injury-open,S21,Open wound of thorax
862.21,Bronchus injury-closed,S27,Injury of other and unspecified intrathoracic organs
862.22,Esophagus injury-closed,S27,Injury of other and unspecified intrathoracic organs
862.29,Intrathoracic inj NEC-cl,S27,Injury of other and unspecified intrathoracic organs
862.31,Bronchus injury-open,S21,Open wound of thorax
862.32,Esophagus injury-open,S21,Open wound of thorax
862.39,Intrathorac inj NEC-open,S21,Open wound of thorax
862.8,Intrathoracic inj NOS-cl,S27,Injury of other and unspecified intrathoracic organs
862.9,Intrathorac inj NOS-open,S21,Open wound of thorax
863.0,Stomach injury-closed,S36,Injury of intra-abdominal organs
863.1,Stomach injury-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.20,Small intest inj NOS-cl,S36,Injury of intra-abdominal organs
863.21,Duodenum injury-closed,S36,Injury of intra-abdominal organs
863.29,Small intest inj NEC-cl,S36,Injury of intra-abdominal organs
863.30,Small intest inj NOS-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.31,Duodenum injury-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.39,Small intest inj NEC-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.40,Colon injury NOS-closed,S36,Injury of intra-abdominal organs
863.41,Ascending colon inj-clos,S36,Injury of intra-abdominal organs
863.42,Transverse colon inj-cl,S36,Injury of intra-abdominal organs
863.43,Descending colon inj-cl,S36,Injury of intra-abdominal organs
863.44,Sigmoid colon inj-closed,S36,Injury of intra-abdominal organs
863.45,Rectum injury-closed,S36,Injury of intra-abdominal organs
863.46,Colon inj mult site-clos,S36,Injury of intra-abdominal organs
863.49,Colon injury NEC-closed,S36,Injury of intra-abdominal organs
863.50,Colon injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.51,Ascending colon inj-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.52,Transverse colon inj-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.53,Descending colon inj-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.54,Sigmoid colon inj-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.55,Rectum injury-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.56,Colon inj mult site-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.59,Colon injury NEC-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.80,GI injury NOS-closed,S36,Injury of intra-abdominal organs
863.81,"Pancreas, head inj-close",S36,Injury of intra-abdominal organs
863.82,"Pancreas, body inj-close",S36,Injury of intra-abdominal organs
863.83,"Pancreas, tail inj-close",S36,Injury of intra-abdominal organs
863.84,Pancreas injury NOS-clos,S36,Injury of intra-abdominal organs
863.85,Appendix injury-closed,S36,Injury of intra-abdominal organs
863.89,GI injury NEC-closed,S36,Injury of intra-abdominal organs
863.90,GI injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.91,"Pancreas, head inj-open",S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.92,"Pancreas, body inj-open",S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.93,"Pancreas, tail inj-open",S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.94,Pancreas injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.95,Appendix injury-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
863.99,GI injury NEC-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.00,Liver injury NOS-closed,S36,Injury of intra-abdominal organs
864.01,Liver hematoma/contusion,S36,Injury of intra-abdominal organs
864.02,"Liver laceration, minor",S36,Injury of intra-abdominal organs
864.03,"Liver laceration, mod",S36,Injury of intra-abdominal organs
864.04,"Liver laceration, major",S36,Injury of intra-abdominal organs
864.05,Liver lacerat unspcf cls,S36,Injury of intra-abdominal organs
864.09,Liver injury NEC-closed,S36,Injury of intra-abdominal organs
864.10,Liver injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.11,Liver hematom/contus-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.12,"Liver lacerat, minor-opn",S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.13,"Liver lacerat, mod-open",S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.14,"Liver lacerat, major-opn",S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.15,Liver lacerat unspcf opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
864.19,Liver injury NEC-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
865.00,Spleen injury NOS-closed,S36,Injury of intra-abdominal organs
865.01,Spleen hematoma-closed,S36,Injury of intra-abdominal organs
865.02,Spleen capsular tear,S36,Injury of intra-abdominal organs
865.03,Spleen parenchyma lacer,S36,Injury of intra-abdominal organs
865.04,Spleen disruption-clos,S36,Injury of intra-abdominal organs
865.09,Spleen injury NEC-closed,S36,Injury of intra-abdominal organs
865.10,Spleen injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
865.11,Spleen hematoma-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
865.12,Spleen capsular tear-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
865.13,Spleen parnchym lac-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
865.14,Spleen disruption-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
865.19,Spleen injury NEC-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
866.00,Kidney injury NOS-closed,S37,Injury of urinary and pelvic organs
866.01,Kidney hematoma-closed,S37,Injury of urinary and pelvic organs
866.02,Kidney laceration-closed,S37,Injury of urinary and pelvic organs
866.03,Kidney disruption-closed,S37,Injury of urinary and pelvic organs
866.10,Kidney injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
866.11,Kidney hematoma-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
866.12,Kidney laceration-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
866.13,Kidney disruption-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
867.0,Bladder/urethra inj-clos,S37,Injury of urinary and pelvic organs
867.1,Bladder/urethra inj-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
867.2,Ureter injury-closed,S37,Injury of urinary and pelvic organs
867.3,Ureter injury-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
867.4,Uterus injury-closed,S37,Injury of urinary and pelvic organs
867.5,Uterus injury-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
867.6,Pelvic organ inj NEC-cl,S37,Injury of urinary and pelvic organs
867.7,Pelvic organ inj NEC-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
867.8,Pelvic organ inj NOS-cl,S37,Injury of urinary and pelvic organs
867.9,Pelvic organ inj NOS-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
868.00,Intra-abdom inj NOS-clos,S36,Injury of intra-abdominal organs
868.01,Adrenal gland injury-cl,S37,Injury of urinary and pelvic organs
868.02,Biliary tract injury-cl,S36,Injury of intra-abdominal organs
868.03,Peritoneum injury-closed,S36,Injury of intra-abdominal organs
868.04,Retroperitoneum inj-cl,S36,Injury of intra-abdominal organs
868.09,Intra-abdom inj NEC-clos,S36,Injury of intra-abdominal organs
868.10,Intra-abdom inj NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
868.11,Adrenal gland injury-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
868.12,Biliary tract injury-opn,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
868.13,Peritoneum injury-open,S36,Injury of intra-abdominal organs
868.14,Retroperitoneum inj-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
868.19,Intra-abdom inj NEC-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
869.0,Internal inj NOS-closed,S36,Injury of intra-abdominal organs
869.1,Internal injury NOS-open,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
870.0,Lac eyelid skn/perioculr,S01,Open wound of head
870.1,Full-thicknes lac eyelid,S01,Open wound of head
870.2,Lac eyelid inv lacrm pas,S01,Open wound of head
870.3,Penetr wnd orbit w/o FB,S05,Injury of eye and orbit
870.4,Penetrat wnd orbit w FB,S05,Injury of eye and orbit
870.8,Opn wnd ocular adnex NEC,S01,Open wound of head
870.9,Opn wnd ocular adnex NOS,S01,Open wound of head
871.0,Ocular lac w/o prolapse,S05,Injury of eye and orbit
871.1,Ocular lacera w prolapse,S05,Injury of eye and orbit
871.2,Rupture eye w tissu loss,S05,Injury of eye and orbit
871.3,Avulsion of eye,S05,Injury of eye and orbit
871.4,Laceration of eye NOS,S05,Injury of eye and orbit
871.5,Penetrat magnet FB eye,S05,Injury of eye and orbit
871.6,Penetrat FB NEC eye,S05,Injury of eye and orbit
871.7,Ocular penetration NOS,S05,Injury of eye and orbit
871.9,Opn wound of eyeball NOS,S05,Injury of eye and orbit
872.00,Opn wound extern ear NOS,S01,Open wound of head
872.01,Open wound of auricle,S01,Open wound of head
872.02,Opn wound auditory canal,S01,Open wound of head
872.10,Opn wnd ex ear NOS-compl,S01,Open wound of head
872.11,Open wound auricle-compl,S01,Open wound of head
872.12,Open wnd aud canal-compl,S01,Open wound of head
872.61,Open wound of ear drum,S09,Other and unspecified injuries of head
872.62,Open wound of ossicles,S09,Other and unspecified injuries of head
872.63,Open wnd eustachian tube,S09,Other and unspecified injuries of head
872.64,Open wound of cochlea,S09,Other and unspecified injuries of head
872.69,Open wound of ear NEC,S09,Other and unspecified injuries of head
872.71,Open wnd ear drum-compl,S09,Other and unspecified injuries of head
872.72,Open wnd ossicles-compl,S09,Other and unspecified injuries of head
872.73,Opn wnd eustach tb-compl,S09,Other and unspecified injuries of head
872.74,Open wound cochlea-compl,S09,Other and unspecified injuries of head
872.79,Open wound ear NEC-compl,S09,Other and unspecified injuries of head
872.8,Open wound of ear NOS,S09,Other and unspecified injuries of head
872.9,Open wound ear NOS-compl,S09,Other and unspecified injuries of head
873.0,Open wound of scalp,S01,Open wound of head
873.1,Open wound scalp-compl,S01,Open wound of head
873.20,Open wound of nose NOS,S01,Open wound of head
873.21,Open wound nasal septum,S01,Open wound of head
873.22,Open wound nasal cavity,S01,Open wound of head
873.23,Open wound nasal sinus,S01,Open wound of head
873.29,Mult open wound nose,S08,Avulsion and traumatic amputation of part of head
873.30,Open wnd nose NOS-compl,S01,Open wound of head
873.31,Opn wnd nas septum-compl,S01,Open wound of head
873.32,Open wnd nasal cav-compl,S01,Open wound of head
873.33,Open wnd nas sinus-compl,S01,Open wound of head
873.39,Mult open wnd nose-compl,S08,Avulsion and traumatic amputation of part of head
873.40,Open wound of face NOS,S09,Other and unspecified injuries of head
873.41,Open wound of cheek,S01,Open wound of head
873.42,Open wound of forehead,S01,Open wound of head
873.43,Open wound of lip,S01,Open wound of head
873.44,Open wound of jaw,S01,Open wound of head
873.49,Open wound of face NEC,S01,Open wound of head
873.50,Open wnd face NOS-compl,S09,Other and unspecified injuries of head
873.51,Open wound cheek-compl,S01,Open wound of head
873.52,Open wnd forehead-compl,S01,Open wound of head
873.53,Open wound lip-complicat,S01,Open wound of head
873.54,Open wound jaw-complicat,S01,Open wound of head
873.59,Open wnd face NEC-compl,S01,Open wound of head
873.60,Open wound of mouth NOS,S01,Open wound of head
873.61,Open wound buccal mucosa,S01,Open wound of head
873.62,Open wound of gum,S01,Open wound of head
873.63,Broken tooth-uncomplic,S02,Fracture of skull and facial bones
873.64,Opn wnd tongue/mouth flr,S01,Open wound of head
873.65,Open wound of palate,S01,Open wound of head
873.69,Open wound mouth NEC,S01,Open wound of head
873.70,Open wnd mouth NOS-compl,S01,Open wound of head
873.71,Opn wnd buc mucosa-compl,S01,Open wound of head
873.72,Open wound gum-compl,S01,Open wound of head
873.73,Broken tooth-complicated,S02,Fracture of skull and facial bones
873.74,Open wound tongue-compl,S01,Open wound of head
873.75,Open wound palate-compl,S01,Open wound of head
873.79,Open wnd mouth NOS-compl,S01,Open wound of head
873.8,Open wound of head NEC,S01,Open wound of head
873.9,Open wnd head NEC-compl,S01,Open wound of head
874.00,Opn wnd larynx w trachea,S11,Open wound of neck
874.01,Open wound of larynx,S11,Open wound of neck
874.02,Open wound of trachea,S11,Open wound of neck
874.10,Opn wnd lary w trac-comp,S11,Open wound of neck
874.11,Open wound larynx-compl,S11,Open wound of neck
874.12,Open wound trachea-compl,S11,Open wound of neck
874.2,Open wound thyroid gland,S11,Open wound of neck
874.3,Open wound thyroid-compl,S11,Open wound of neck
874.4,Open wound of pharynx,S11,Open wound of neck
874.5,Open wound pharynx-compl,S11,Open wound of neck
874.8,Open wound of neck NEC,S11,Open wound of neck
874.9,Opn wound neck NEC-compl,S11,Open wound of neck
875.0,Open wound of chest,S21,Open wound of thorax
875.1,Open wound chest-compl,S21,Open wound of thorax
876.0,Open wound of back,S21,Open wound of thorax
876.1,Open wound back-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
877.0,Open wound of buttock,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
877.1,Open wound buttock-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.0,Open wound of penis,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.1,Open wound penis-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.2,Opn wound scrotum/testes,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.3,Opn wnd scrot/test-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.4,Open wound of vulva,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.5,Open wound vulva-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.6,Open wound of vagina,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.7,Open wound vagina-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.8,Open wound genital NEC,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
878.9,Opn wnd genital NEC-comp,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.0,Open wound of breast,S21,Open wound of thorax
879.1,Open wound breast-compl,S21,Open wound of thorax
879.2,Opn wnd anterior abdomen,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.3,Opn wnd ant abdomen-comp,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.4,Opn wnd lateral abdomen,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.5,Opn wnd lat abdomen-comp,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.6,Open wound of trunk NEC,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.7,Open wnd trunk NEC-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.8,Open wound site NOS,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
879.9,Opn wound site NOS-compl,S31,"Opn wnd abdomen, lower back, pelvis and external genitals"
880.00,Open wound of shoulder,S41,Open wound of shoulder and upper arm
880.01,Open wound of scapula,S41,Open wound of shoulder and upper arm
880.02,Open wound of axilla,S41,Open wound of shoulder and upper arm
880.03,Open wound of upper arm,S41,Open wound of shoulder and upper arm
880.09,Mult open wound shoulder,S41,Open wound of shoulder and upper arm
880.10,Open wnd shoulder-compl,S41,Open wound of shoulder and upper arm
880.11,Open wound scapula-compl,S41,Open wound of shoulder and upper arm
880.12,Open wound axilla-compl,S41,Open wound of shoulder and upper arm
880.13,Open wnd upper arm-compl,S41,Open wound of shoulder and upper arm
880.19,Mult opn wnd should-comp,S41,Open wound of shoulder and upper arm
880.20,Opn wnd shouldr w tendon,S41,Open wound of shoulder and upper arm
880.21,Opn wnd scapula w tendon,S41,Open wound of shoulder and upper arm
880.22,Open wnd axilla w tendon,S41,Open wound of shoulder and upper arm
880.23,Open wnd up arm w tendon,S41,Open wound of shoulder and upper arm
880.29,Mlt opn wnd shldr w tend,S41,Open wound of shoulder and upper arm
881.00,Open wound of forearm,S51,Open wound of elbow and forearm
881.01,Open wound of elbow,S51,Open wound of elbow and forearm
881.02,Open wound of wrist,S61,"Open wound of wrist, hand and fingers"
881.10,Open wound forearm-compl,S51,Open wound of elbow and forearm
881.11,Open wound elbow-complic,S51,Open wound of elbow and forearm
881.12,Open wound wrist-complic,S61,"Open wound of wrist, hand and fingers"
881.20,Open wnd forearm w tendn,S51,Open wound of elbow and forearm
881.21,Opn wound elbow w tendon,S51,Open wound of elbow and forearm
881.22,Opn wound wrist w tendon,S61,"Open wound of wrist, hand and fingers"
882.0,Open wound of hand,S61,"Open wound of wrist, hand and fingers"
882.1,Opn wound hand-complicat,S61,"Open wound of wrist, hand and fingers"
882.2,Open wound hand w tendon,S61,"Open wound of wrist, hand and fingers"
883.0,Open wound of finger,S61,"Open wound of wrist, hand and fingers"
883.1,Open wound finger-compl,S61,"Open wound of wrist, hand and fingers"
883.2,Open wnd finger w tendon,S61,"Open wound of wrist, hand and fingers"
884.0,Open wound arm mult/NOS,S41,Open wound of shoulder and upper arm
884.1,Open wound arm NOS-compl,S41,Open wound of shoulder and upper arm
884.2,Opn wnd arm NOS w tendon,S41,Open wound of shoulder and upper arm
885.0,Amputation thumb,S68,"Traumatic amputation of wrist, hand and fingers"
885.1,Amputation thumb-compl,S68,"Traumatic amputation of wrist, hand and fingers"
886.0,Amputation finger,S68,"Traumatic amputation of wrist, hand and fingers"
886.1,Amputation finger-compl,S68,"Traumatic amputation of wrist, hand and fingers"
887.0,"Amput below elb, unilat",S58,Traumatic amputation of elbow and forearm
887.1,"Amp below elb, unil-comp",S58,Traumatic amputation of elbow and forearm
887.2,"Amput abv elbow, unilat",S48,Traumatic amputation of shoulder and upper arm
887.3,"Amput abv elb, unil-comp",S48,Traumatic amputation of shoulder and upper arm
887.4,"Amputat arm, unilat NOS",S48,Traumatic amputation of shoulder and upper arm
